"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"522","H6CO07023",2012,1058,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,103584,"CO","07",1568,"Perlmutter",677,678,"Colorado","(I)","Ed","Perlmutter, Ed",NA,"D","29,987","100.00%","","","182,460","53.51%",0,0.517621501,0.48738881,0.503481063,0.617840651,0.426277347,0.186488981,0.278388278,0.861785219,0.018198135,0.04045262,0.055069731,0.006036799,0.103630172,0.155518492,0.325917276,0.807964,0.174250758,0.860407036,0.19047619,0.204950759,0.389666481,0.301637327,0.161812298,0.821428571,0.418269231
"523","H6CO07023",2014,1574,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,168142,"CO","07",1569,"Perlmutter",51012,511,"Colorado","(I)","Ed","Perlmutter, Ed",NA,"D","30,659","100.00%","","","148,225","55.07%",0,0.517621501,0.48738881,0.503481063,0.617840651,0.426277347,0.186488981,0.278388278,0.861785219,0.018198135,0.04045262,0.055069731,0.006036799,0.103630172,0.155518492,0.325917276,0.807964,0.174250758,0.860407036,0.19047619,0.204950759,0.389666481,0.301637327,0.161812298,0.821428571,0.418269231
"524","H6CT05124",2010,904,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"CT","05",1733,"Murphy",984,985,"Connecticut","(I)","Chris","Murphy, Chris",NA,"D","*","","","","118,231","52.01%",0,0.325389308,0.56579418,0.437641594,0.350046861,0.752419077,0.352359942,0.483516484,0.738815778,0.111279683,0.009584296,0.068379094,0.000425676,0.222509842,0.135930393,0.219182988,0.674988379,0.252851397,0.738591187,0.369047619,0.126164493,0.359678483,0.332578805,0.25566343,0.808673469,0.416666667
"525","H6FL06035",2012,1364,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,10000,"FL","13",2297,"Young",8921,893,"Florida","(I)","C.W . Bill","Young, C.W . Bill",NA,"R","39,395","69.12%","","","189,605","57.57%",0,0.375105425,0.819484638,0.160941567,0.305439562,0.881076447,0.53674858,0.6996337,0.781726814,0.172975723,0.009128293,0.054807669,0.004250743,0.03860064,0.120615568,0.111765091,0.776426348,0.190986433,0.540020198,0.357142857,0.091030077,0.215959227,0.210263911,0.258899676,0.846938776,0.366987179
"526","H6FL08213",2010,905,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"FL","08",2013,"Grayson",11211,1122,"Florida","(I)","Alan","Grayson, Alan",NA,"D","Unopposed","","","","84,167","38.22%",0,0.464780169,0.696209774,0.28076647,0.194290966,0.769365924,0.601748762,0.717948718,0.829701574,0.126913473,0.009452167,0.031895333,0.005844635,0.048340776,0.125202965,0.12290046,0.801768272,0.146329949,0.390805105,0.404761905,0.097151983,0.233945264,0.194378181,0.194174757,0.887755102,0.326923077
"527","H6FL11126",2010,906,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"FL","11",1921,"Castor",11371,1138,"Florida","(I)","Kathy","Castor, Kathy",NA,"D","29,556","85.29%","","","91,328","59.63%",1,0.52609072,0.82496711,0.159529249,9.05185e-07,0.444330663,0.999998997,1,0.876181291,0.102133559,0.017309099,0.017753393,0.003176935,0.045807302,0.067865246,0.123314623,0.852962744,0.110256553,-1.037e-07,0.404761905,0.06940378,0.183308822,0.123481511,0.291262136,0.831632653,0.21474359
"528","H6FL22040",2010,856,0,0,0,0,0,0,0,0,0.23406862745098,0.76593137254902,0,0.385667567944084,0.504501259131056,3264,"FL","22",2051,"Klein",1218,1219,"Florida","(I)","Ron","Klein, Ron",NA,"D","24,030","84.54%","","","99,804","45.64%",0,0.429407414,0.716865522,0.279498872,0.29713844,0.832430804,0.480829011,0.626373626,0.75549735,0.21860525,0.00529711,0.054231077,0.005519987,0.050357612,0.0679941,0.251945262,0.485057092,0.495569748,0.658271927,0.273809524,0.175206282,0.324484,0.336589415,0.249190939,0.882653061,0.504807692
"529","H6GA13013",2010,524,0.272727272727273,0,0,0,0,0.727272727272727,0,0,0,0,0,0.00745463504256129,0.066367056763136,20625,"GA","13",2399,"Honeycutt",1376,1377,"Georgia","","Deborah","Honeycutt, Deborah",NA,"REP ","6,538","26.58%","7,349","","","",1,0.507241192,0.270178305,0.749930139,0.481745011,0.554743668,0.08914037,0.230769231,0.158554647,0.91815623,0.007347234,0.039995889,0.000565055,0.094598081,0.093053074,0.124300539,0.796557309,0.189393004,0.799588205,0.357142857,0.063947298,0.297023176,0.202509678,0.226537217,0.826530612,0.3125
"530","H6IA01098",2010,832,0,0,0,0,0,1,0,0,0,0,0,0.264629948477297,0.116372821247358,-2033,"IA","01",2628,"Braley",18411,1842,"Iowa","(I)","Bruce","Braley, Bruce",NA,"D","12,316","99.43%","","","104,428","49.51%",0,0.45361763,0.454173862,0.564525832,0.35373944,0.547319629,0.342381634,0.384615385,0.925369289,0.054915904,0.018069551,0.020846471,0.005691565,0.020389181,0.062291823,0.038330228,0.929352513,0.068202122,0.759282173,0.19047619,0.046978973,0.257628007,0.181551195,0.262135922,0.920918367,0.280448718
"531","H6IA03144",2012,1059,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"IA","03",2626,"Boswell",15071,1508,"Iowa","(I)","Leonard ","Boswell, Leonard ",NA,"D","8,382","98.30%","","","168,632","43.59%",0,0.591075159,0.364976242,0.628928949,0.45621454,0.466096362,0.23380257,0.318681319,0.897354441,0.068775241,0.013102681,0.058958395,0.004460583,0.019161682,0.036730986,0.07021176,0.875609886,0.118251047,0.83980399,0.226190476,0.068006388,0.309515357,0.237792597,0.190938511,0.903061224,0.40224359
"532","H6IL02124",2012,1060,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"IL","02",2943,"Jackson",12101,1211,"Illinois","(I)","Jesse L., Jr.","Jackson, Jesse L., Jr.",NA,"D","56,109","71.22%","","","188,303","63.25%",0,0.289907189,0.447142399,0.579188308,0.388283715,0.667836388,0.251145079,0.336996337,0.269427977,0.831930022,0.005580129,0.004096529,0,0.082815986,0.062891791,0.170179129,0.87934926,0.115850288,0.657370339,0.75,0.035200958,0.17251551,0.114125356,0.44012945,0.81377551,0.211538462
"533","H6IL06117",2012,1061,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,438,"IL","06",3052,"Roskam",12451,1246,"Illinois","(I)","Peter J.","Roskam, Peter J.",NA,"R","76,146","100.00%","","","193,138","59.22%",0,0.336119952,0.461329777,0.547794153,0.263759306,0.888482415,0.301027018,0.490842491,0.82044285,0.023587964,0.008735356,0.163303193,0,0.083237976,0.092670603,0.121331882,0.741979899,0.254668474,0.789513889,0.107142857,0.165424541,0.627406731,0.534391995,0.035598706,0.974489796,0.690705128
"534","H6IL06141",2012,1062,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,3500,"IL","08",2868,"Duckworth",12622,1263,"Illinois","","Tammy","Duckworth, Tammy",NA,"D","17,097","66.18%","","","123,206","54.74%",1,0.348148134,0.399919881,0.584350739,0.472656975,0.637785962,0.180539338,0.315018315,0.609247751,0.088152302,0.010092493,0.23712665,0.002540941,0.31514529,0.106936791,0.306523834,0.510988871,0.481796081,0.851882667,0.19047619,0.102941176,0.396656355,0.272924611,0.174757282,0.783163265,0.399038462
"535","H6IL10119",2010,525,0.638977635782748,0,0,0,0,0,0,0,0.361022364217252,0,0,-0.327501561759706,0.0127996516159305,1565,"IL","10",3081,"Seals",1572,1573,"Illinois","","Daniel J.","Seals, Daniel J.",NA,"D","25,490","48.22%","","","105,290","48.92%",0,0.327895411,0.413462058,0.617320798,0.366030015,0.647652587,0.253343818,0.366300366,0.655688297,0.098586192,0.023318386,0.18908057,0.000694285,0.266631618,0.092620777,0.273975268,0.579339928,0.409094705,0.792483837,0.226190476,0.125698696,0.452583802,0.451422867,0.139158576,0.803571429,0.546474359
"536","H6IL17155",2010,526,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"IL","17",2918,"Hare",1631,1632,"Illinois","(I)","Phil","Hare, Phil",NA,"D","34,427","100.00%","","","85,454","42.96%",0,0.253772593,0.487654727,0.520403889,0.335859467,0.59197741,0.372149296,0.43956044,0.810986696,0.177185874,0.012076086,0.008753478,0,0.06138953,0.082610958,0.098061856,0.927116305,0.06766418,0.574933581,0.44047619,0.014306628,0.162998462,0.100863065,0.414239482,0.808673469,0.161858974
"537","H6MD06147",2012,1064,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1173,"MD","06",4067,"Krysztoforski",17571,1758,"Maryland","","Joseph T.","Krysztoforski, Joseph T.",NA,"R","3,073","7.61%","","","","",0,0.444408814,0.471516545,0.521575867,0.415069189,0.740394527,0.237284178,0.399267399,0.624543264,0.205847996,0.012695997,0.205002265,0.003225755,0.083612187,0.140875328,0.137484367,0.634896467,0.344609916,0.772518891,0.202380952,0.157439446,0.48625691,0.402808007,0.155339806,0.839285714,0.532051282
"538","H6MI16034",2012,1432,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"MI","12",4341,"Dingell",20682,2069,"Michigan","(I)","John D. ","Dingell, John D. ",NA,"D","41,116","78.55%","","","216,884","67.94%",0,0.32552833,0.563732972,0.508187127,0.531258608,0.481107599,0.242247814,0.282051282,0.76495823,0.161218555,0.012408033,0.090333865,0.000581349,0.045814357,0.115837846,0.05973043,0.787861644,0.197226627,0.62824063,0.214285714,0.055962204,0.263637439,0.218325759,0.378640777,0.857142857,0.397435897
"539","H6MN01174",2010,857,0,0,0,0,0,0,0,0,0.121265377855888,0.878734622144112,0,0.399247168964038,0.556120846542434,2845,"MN","01",4770,"Walz",25551,2556,"Minnesota","(I)","Tim","Walz, Tim",NA,"DFL","Unopposed","","","","122,365","49.34%",0,0.27750272,0.425630146,0.595533016,0.373929767,0.49286856,0.32360858,0.351648352,0.908060671,0.038324065,0.012545049,0.046641868,0.004752815,0.048469019,0.071586967,0.0666123,0.898363075,0.100871967,0.81686556,0.023809524,0.069470322,0.29809659,0.213386499,0.187702265,0.910714286,0.336538462
"540","H6MN05183",2012,1331,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,257,"MN","05",4665,"Ellison",21601,2161,"Minnesota","(I)","Keith","Ellison, Keith",NA,"DFL","30,609","89.63%","","","262,102","74.47%",0,0.361601756,0.570246742,0.441765144,0.755895147,0.238146317,0.1762448,0.212454212,0.635611363,0.243063136,0.035054489,0.09333553,0.007536342,0.129625978,0.166479051,0.101171492,0.765982111,0.230716439,0.931432737,0.214285714,0.119443705,0.318204101,0.259494001,0.330097087,0.892857143,0.612179487
"541","H6MN08047",2010,909,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"MN","08",4722,"Oberstar",26261,2627,"Minnesota","(I)","James L.","Oberstar, James L.",NA,"DFL","56,510","80.48%","","","129,091","46.59%",0,0.263309502,0.547516779,0.438599271,0.272894693,0.716478519,0.438484295,0.542124542,0.951390821,0.00758494,0.100869324,0.006810256,0.002201856,0.009306082,0.077857674,0.010168657,0.981567746,0.016976101,0.620131716,0.178571429,0.069603407,0.258616901,0.167162914,0.229773463,0.920918367,0.232371795
"542","H6MO04141",2010,833,0,0,0,0,0,0.329758713136729,0,0,0,0.670241286863271,0,0.364640349583218,0.44830307871522,3730,"MO","04",4977,"Skelton",2723,2724,"Missouri","(I)","Ike","Skelton, Ike",NA,"D","25,919","80.53%","","","101,532","45.11%",0,0.456676114,0.486765134,0.59408216,0.428398681,0.444575169,0.293029581,0.307692308,0.903926666,0.061366995,0.021258103,0.025912315,0.01322691,0.010585805,0.112244703,0.033452272,0.943043322,0.044560705,0.597173617,0.214285714,0.049840298,0.18743344,0.136204025,0.365695793,0.844387755,0.254807692
"543","H6MO05189",2010,805,0,0,0,1,0,0,0,0,0,0,0,0.259891312818797,0.111790363099077,572,"MO","05",4999,"Turk",2735,2736,"Missouri","","Jacob","Turk, Jacob",NA,"R","23,078","67.00%","","","84,578","44.18%",0,0.460374099,0.45154472,0.531274827,0.487750829,0.518858024,0.251598045,0.322344322,0.654151074,0.310680465,0.014598921,0.022740155,0.029877106,0.112197391,0.111019741,0.095246646,0.901628818,0.095277473,0.747177813,0.166666667,0.04391802,0.204354514,0.145949052,0.349514563,0.867346939,0.315705128
"544","H6NC04037",2010,910,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"NC","04",5448,"Price",3539,3540,"North Carolina","(I)","David","Price, David",NA,"D","Unopposed","","","","155,384","57.16%",0,0.637601185,0.500848679,0.554626684,0.641497224,0.452004354,0.118014412,0.238095238,0.545264785,0.331803333,0.020904468,0.161255882,0.001458091,0.135094021,0.073823996,0.117746257,0.702382898,0.278412873,0.811699287,0.19047619,0.143265904,0.377182751,0.3234374,0.220064725,0.910714286,0.733974359
"545","H6NC08111",2010,858,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,764,"NC","08",5378,"Kissell",3570,3571,"North Carolina","(I)","Larry","Kissell, Larry",NA,"D","24,541","62.70%","","","88,776","53.02%",0,0.529692317,0.387916798,0.624491392,0.475056899,0.438637923,0.230321688,0.26007326,0.602798845,0.3375134,0.051730837,0.04338222,0.0128211,0.100383087,0.152896532,0.113390992,0.856546037,0.116981689,0.677804257,0.321428571,0.057559223,0.198167588,0.153175114,0.300970874,0.823979592,0.280448718
"546","H6NC11172",2010,806,0,0,0,0.27787406123628,0,0,0,0,0,0.72212593876372,0,0.371065600880996,0.47272508456812,3462,"NC","11",5473,"Shuler",35991,3600,"North Carolina","(I)","Heath","Shuler, Heath",NA,"D","26,223","61.37%","","","131,225","54.34%",0,0.451018846,0.67767708,0.327536229,0.257102549,0.762136408,0.512925425,0.626373626,0.91286645,0.04103705,0.075457298,0.011147134,0.004271684,0.068432331,0.039744764,0.065065505,0.917522152,0.077554601,0.470912943,0.166666667,0.067074794,0.175997769,0.124653933,0.313915858,0.775510204,0.259615385
"547","H6NH01230",2014,1821,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"NH","01",5812,"Shea-Porter",1883,1884,"New Hampshire","(I)","Carol","Shea-Porter, Carol",NA,"D","16,956","98.11%","","","116,769","48.11%",1,0.291834961,0.658112246,0.372691455,0.35905139,0.884853951,0.336197369,0.505494505,0.954913812,0.015384031,0.003006484,0.039501041,0.003409925,0.023832585,0.040587488,0.035749766,0.877973885,0.107509961,0.785996475,0.119047619,0.140936918,0.413602786,0.329514258,0.13592233,0.920918367,0.450320513
"548","H6NJ08118",2012,1065,0.285714285714286,0,0,0,0,0.714285714285714,0,0,0,0,0,-0.00479180845433089,0.0639858298829349,7000,"NJ","09",6042,"Pascrell",26881,2689,"New Jersey","(I)","Bill, Jr.","Pascrell, Bill, Jr.",NA,"D","31,435","61.18%","","","162,834","73.97%",0,0.431945029,0.484065286,0.510064111,0.473171247,0.637214372,0.232482004,0.373626374,0.57925093,0.125894352,0.00926714,0.239337724,0.005231691,0.320776957,0.088187736,0.443800561,0.262829873,0.713142938,0.769466282,0.214285714,0.203952622,0.425731528,0.359515477,0.258899676,0.762755102,0.408653846
"549","H6NV01158",2010,786,0,0,0.959489568563905,0.0405104314360948,0,0,0,0,0,0,0,0.321713470136444,0.20360621645401,9874,"NV","01",6360,"Wegner",28831,2884,"Nevada","","Kenneth A.","Wegner, Kenneth A.",NA,"R","7,214","26.75%","","","58,995","35.28%",0,0.339428675,0.446647068,0.544178057,0.545579233,0.498070051,0.196703093,0.282051282,0.43753367,0.172684345,0.073749579,0.159246718,0.054585204,0.584209465,0.140539249,0.521330227,0.435989745,0.563206774,0.621908941,0.464285714,0.1014107,0.110020792,0.079956818,0.550161812,0.505102041,0.120192308
"550","H6NY03031",2012,1066,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,199547,"NY","25",7031,"Slaughter",30652,3066,"New York","(I)","Louise M.","Slaughter, Louise M.",NA,"D/WF Combined Parties","","","","","","",1,0.34359192,0.558309599,0.467724325,0.425178216,0.594154623,0.324564036,0.380952381,0.731982978,0.229691561,0.009862097,0.058315954,0.011775631,0.053675052,0.094056035,0.096125697,0.803655504,0.148915244,0.674952431,0.285714286,0.045847751,0.255886877,0.211970306,0.307443366,0.846938776,0.485576923
"551","H6NY19029",2012,1433,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"NY","13",6913,"Rangel",29321,2933,"New York","(I)","Charles B.","Rangel, Charles B.",NA,"D","19,187","44.45%","","","170,690","88.48%",0,0.412183516,0.581723461,0.385199457,0.72815143,0.420641894,0.168467465,0.241758242,0.171209868,0.434487056,0.023528332,0.068632823,0.011935825,0.848782086,0.198454923,0.606544159,0.351969341,0.589872217,0.718838597,0.642857143,0.27169284,0.128784421,0.14260591,0.605177994,0.487244898,0.365384615
"552","H6NY19144",2010,527,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,277042,"NY","19",6622,"Hall",3359,3360,"New York","(I)","John J.","Hall, John J.",NA,"D","Unopposed","","","","91,797","43.87%",0,0.318297333,0.683032919,0.338344917,0.271573322,0.899061203,0.436601424,0.611721612,0.88403901,0.064429175,0.010657829,0.019984078,0.002588874,0.080812813,0.09678693,0.084570121,0.883376806,0.10163097,0.563966789,0.178571429,0.085839766,0.303793296,0.247938105,0.249190939,0.854591837,0.338141026
"553","H6NY24128",2010,528,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,7260,"NY","24",6384,"Arcuri",34101,3411,"New York","(I)","Michael A.","Arcuri, Michael A.",NA,"","","","Combined Parties:","","","",0,0.319835843,0.547881762,0.504267208,0.344235582,0.730027531,0.320016666,0.428571429,0.835929177,0.118485917,0.020760372,0.042288478,0.003263545,0.028882193,0.122993406,0.04281389,0.896736697,0.094859923,0.642809104,0.202380952,0.036664892,0.252193316,0.198098588,0.346278317,0.849489796,0.350961538
"554","H6NY25125",2010,529,0.988234463609196,0,0,0,0,0,0,0,0,0.0117655363908041,0,-0.665495979971217,-0.0589976212565799,212485,"NY","25",6782,"Maffei",34201,3421,"New York","(I)","Daniel B.","Maffei, Daniel B.",NA,"","","","Combined Parties: ","","","",0,0.34359192,0.558309599,0.467724325,0.425178216,0.594154623,0.324564036,0.380952381,0.731982978,0.229691561,0.009862097,0.058315954,0.011775631,0.053675052,0.094056035,0.096125697,0.803655504,0.148915244,0.674952431,0.285714286,0.045847751,0.255886877,0.211970306,0.307443366,0.846938776,0.485576923
"555","H6NY25125",2012,1067,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,27783,"NY","24",6786,"Maffei",3055,3056,"New York","","Daniel B.","Maffei, Daniel B.",NA,"D","Unopposed","","","","133,908","45.70%",0,0.319835843,0.547881762,0.504267208,0.344235582,0.730027531,0.320016666,0.428571429,0.835929177,0.118485917,0.020760372,0.042288478,0.003263545,0.028882193,0.122993406,0.04281389,0.896736697,0.094859923,0.642809104,0.202380952,0.036664892,0.252193316,0.198098588,0.346278317,0.849489796,0.350961538
"556","H6NY25125",2014,1578,0.998942546432786,0,0,0,0,0,0,0,0,0,0.00105745356721386,-0.677282449962429,-0.0666916281224844,236417,"NY","24",6789,"Maffei",22681,2269,"New York","(I)","Daniel B.","Maffei, Daniel B.",NA,"WF","Unopposed","","","","7,673","3.85%",0,0.319835843,0.547881762,0.504267208,0.344235582,0.730027531,0.320016666,0.428571429,0.835929177,0.118485917,0.020760372,0.042288478,0.003263545,0.028882193,0.122993406,0.04281389,0.896736697,0.094859923,0.642809104,0.202380952,0.036664892,0.252193316,0.198098588,0.346278317,0.849489796,0.350961538
"557","H6OH04082",2012,1068,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,14563,"OH","04",7279,"Jordan",33481,3349,"Ohio","(I)","Jim","Jordan, Jim",NA,"R","70,470","100.00%","","","182,643","58.35%",0,0.339150631,0.494989855,0.507514378,0.331211097,0.700284736,0.341926541,0.465201465,0.910811214,0.069592863,0.009971037,0.013094608,0.004530889,0.022367979,0.094118632,0.033034927,0.975788917,0.020462014,0.629091886,0.178571429,0.034069736,0.246386734,0.154045724,0.258899676,0.862244898,0.158653846
"558","H6OH06095",2012,1069,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,192792,"OH","06",7470,"Wilson",33682,3369,"Ohio","","Charlie","Wilson, Charlie",NA,"D","37,374","82.16%","","","144,444","46.75%",0,0.313242493,0.53964209,0.461174889,0.255841978,0.785052401,0.410978673,0.542124542,0.984482165,0.023521302,0.001369135,4.13736e-05,0.002295071,0.009276445,0.03340366,0.002872981,0.997687127,0.002127016,0.448784598,0.30952381,0.024820335,0.180714032,0.115454487,0.32038835,0.826530612,0.123397436
"559","H6OH13133",2012,1070,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,270655,"OH","16",7436,"Sutton",34561,3457,"Ohio","(I)","Betty","Sutton, Betty",NA,"D","37,232","100.00%","","","170,604","47.95%",1,0.353021319,0.548169772,0.436660354,0.282797748,0.736217409,0.42261153,0.542124542,0.953728262,0.020562962,0.004628381,0.036501566,0.0010574,0.017581559,0.046137612,0.018780183,0.902641686,0.090933015,0.711830409,0.107142857,0.063681129,0.316724986,0.245308863,0.106796117,0.926020408,0.407051282
