"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"349","H2TX26168",2012,1397,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","26",9135,"Sanchez",42712,4272,"Texas","","David","Sanchez, David",NA,"D","3,682","100.00%","","","74,237","28.69%",0,0.725824539,0.304418093,0.703674351,0.487446121,0.642694284,0.080861708,0.278388278,0.745459585,0.128207317,0.023930718,0.133352368,0.00475214,0.069957336,0.12486558,0.213540647,0.753915268,0.229736693,0.899385181,0.107142857,0.14426404,0.551464746,0.436036287,0.084142395,0.903061224,0.568910256
"350","H2TX27133",2012,1398,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,5200,"TX","27",8849,"Harrison",42811,4282,"Texas","","Rose Meza","Harrison, Rose Meza",NA,"D","6,354","30.70%","7,024","60.61%","83,395","39.22%",1,0.400811518,0.353834789,0.659700561,0.414915506,0.380323719,0.285450081,0.293040293,0.866373264,0.065728708,0.008862937,0.020348451,0.003091945,0.150815511,0.049345985,0.60453869,0.850589452,0.141882648,0.543739445,0.333333333,0.043518765,0.210676674,0.147011196,0.430420712,0.663265306,0.16025641
"351","H2TX27141",2012,1399,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","34",9238,"Villalobos",43511,4352,"Texas","","Armando","Villalobos, Armando",NA,"D","3,926","8.71%","","","","",0,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"352","H2TX27158",2012,1400,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","34",8621,"Blanchard",43481,4349,"Texas","","Denise Saenz","Blanchard, Denise Saenz",NA,"D","5,810","12.89%","7,824","33.36%","","",1,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"353","H2TX27166",2012,1401,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","34",8793,"Garza",4349,4350,"Texas","","Ramiro, Jr.","Garza, Ramiro, Jr.",NA,"D","5,575","12.37%","","","","",1,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"354","H2TX27182",2012,1402,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","34",9219,"Torres",43501,4351,"Texas","","Salomon","Torres, Salomon",NA,"D","4,745","10.53%","","","","",0,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"355","H2TX27190",2012,1403,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,5200,"TX","34",9236,"Vela",43471,4348,"Texas","","Filemon","Vela, Filemon",NA,"D","18,233","40.46%","15,628","66.64%","89,606","61.89%",0,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"356","H2TX27216",2012,1404,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","27",8976,"McDonald",4283,4284,"Texas","","Ronnie C.","McDonald, Ronnie C.",NA,"D","5,682","27.45%","","","","",0,0.400811518,0.353834789,0.659700561,0.414915506,0.380323719,0.285450081,0.293040293,0.866373264,0.065728708,0.008862937,0.020348451,0.003091945,0.150815511,0.049345985,0.60453869,0.850589452,0.141882648,0.543739445,0.333333333,0.043518765,0.210676674,0.147011196,0.430420712,0.663265306,0.16025641
"357","H2TX27224",2012,1405,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","27",9222,"Trevino",42821,4283,"Texas","","Jerry J.","Trevino, Jerry J.",NA,"D","8,231","39.77%","4,565","39.39%","","",0,0.400811518,0.353834789,0.659700561,0.414915506,0.380323719,0.285450081,0.293040293,0.866373264,0.065728708,0.008862937,0.020348451,0.003091945,0.150815511,0.049345985,0.60453869,0.850589452,0.141882648,0.543739445,0.333333333,0.043518765,0.210676674,0.147011196,0.430420712,0.663265306,0.16025641
"358","H2TX29030",2012,1406,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","29",8827,"Green",4298,4299,"Texas","(I)","Gene","Green, Gene",NA,"D","10,667","100.00%","","","86,053","90.00%",0,0.471970386,-1.32925e-06,1.000000919,0.547394121,0.161674067,0.010267959,0.058608059,0.697707215,0.149740509,0.011448234,0.024239463,0.003621986,0.380907861,0.030489545,0.881109797,0.483383813,0.521560267,0.669162067,0.452380952,0.031541123,0.145705496,0.082075302,0.605177994,0.209183673,0.024038462
"359","H2TX29030",2014,1863,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","29",8828,"Green",3235,3236,"Texas","(I)","Gene","Green, Gene",NA,"D","6,244","100.00%","","","41,321","89.55%",0,0.471970386,-1.32925e-06,1.000000919,0.547394121,0.161674067,0.010267959,0.058608059,0.697707215,0.149740509,0.011448234,0.024239463,0.003621986,0.380907861,0.030489545,0.881109797,0.483383813,0.521560267,0.669162067,0.452380952,0.031541123,0.145705496,0.082075302,0.605177994,0.209183673,0.024038462
"360","H2TX30079",2014,1864,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"TX","30",8665,"Caraway",32413,3242,"Texas","","Barbara Mallory","Caraway, Barbara Mallory",NA,"D","10,216","30.07%","","","","",1,0.487781821,0.23489474,0.785272569,0.529718651,0.394102293,0.084062352,0.157509158,0.393852121,0.611628489,0.010269037,0.023643435,0.002622607,0.193361102,0.044234913,0.448219732,0.683189021,0.317816896,0.64899405,0.452380952,0.055629492,0.175448383,0.138635928,0.491909385,0.571428571,0.197115385
"361","H2TX30087",2012,1407,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","30",8693,"Clayton",43061,4307,"Texas","","Taj","Clayton, Taj",NA,"D","3,981","11.95%","","","","",0,0.487781821,0.23489474,0.785272569,0.529718651,0.394102293,0.084062352,0.157509158,0.393852121,0.611628489,0.010269037,0.023643435,0.002622607,0.193361102,0.044234913,0.448219732,0.683189021,0.317816896,0.64899405,0.452380952,0.055629492,0.175448383,0.138635928,0.491909385,0.571428571,0.197115385
"362","H2TX31044",2014,1806,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","31",8674,"Carter",32471,3248,"Texas","(I)","John","Carter, John",NA,"R","30,011","100.00%","","","91,607","64.05%",0,0.716925278,0.281265974,0.723544379,0.555694519,0.324685409,0.131052601,0.230769231,0.726985893,0.176742714,0.019707882,0.098845782,0.013060986,0.055316225,0.152661299,0.275372321,0.768533161,0.189475424,0.83239049,0.416666667,0.115983497,0.378247714,0.286842762,0.158576052,0.895408163,0.421474359
"363","H2TX32067",2012,1296,0,0,0.037037037037037,0,0,0,0,0,0,0.962962962962963,0,0.410529844152055,0.596644987286092,5400,"TX","32",8978,"McGovern",43231,4324,"Texas","","Katherine Savers","McGovern, Katherine Savers",NA,"D","7,301","84.20%","","","99,288","39.46%",1,0.461167451,0.357638243,0.622908263,0.533251645,0.512192042,0.147251972,0.241758242,0.637085748,0.215788454,0.02316204,0.139927929,0.007091322,0.143216755,0.121015188,0.295347852,0.623921718,0.36887218,0.874667929,0.178571429,0.133284536,0.383750021,0.434672331,0.207119741,0.793367347,0.564102564
"364","H2TX33040",2014,1807,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","25",9261,"Williams",32072,3208,"Texas","(I)","Roger","Williams, Roger",NA,"R","43,030","100.00%","","","107,120","60.22%",0,0.536647123,0.423850955,0.60925982,0.446620768,0.621334662,0.194070624,0.333333333,0.825102574,0.102101278,0.020672072,0.059511009,0.020207055,0.054318135,0.118010579,0.200578262,0.845209754,0.129195805,0.700585003,0.202380952,0.136079319,0.413425292,0.383509487,0.200647249,0.867346939,0.488782051
"365","H2TX33073",2012,1408,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",9233,"Veasey",4329,4330,"Texas","","Marc","Veasey, Marc",NA,"D","6,938","36.77%","10,766","52.73%","85,114","72.51%",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"366","H2TX33073",2014,1780,0,0.657894736842105,0,0,0,0,0,0,0,0.342105263157895,0,0.339626145134337,0.30704335133592,7600,"TX","33",9234,"Veasey",32622,3263,"Texas","(I)","Marc","Veasey, Marc",NA,"D","13,292","73.48%","","","43,769","86.51%",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"367","H2TX33081",2012,1409,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",8863,"Hicks",43311,4332,"Texas","","Kathleen","Hicks, Kathleen",NA,"D","2,372","12.57%","","","","",1,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"368","H2TX33107",2012,1410,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","12",9111,"Robinson",4130,4131,"Texas","","Dave","Robinson, Dave",NA,"D","6,530","100.00%","","","66,080","26.68%",0,0.584389128,0.349057869,0.642641669,0.532891024,0.43187446,0.166084399,0.263736264,0.78103327,0.136821219,0.031982581,0.059869744,0.009123896,0.102385415,0.092760802,0.252360047,0.801722936,0.183541551,0.719457017,0.166666667,0.095954219,0.354471998,0.271583872,0.155339806,0.818877551,0.349358974
"369","H2TX33123",2012,1411,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","06",9138,"Sanders",4072,4073,"Texas","","Kenneth","Sanders, Kenneth",NA,"D","6,609","61.25%","","","98,053","39.23%",0,0.53597055,0.287463539,0.737472939,0.470944102,0.492804622,0.132971637,0.238095238,0.596938223,0.308088886,0.011013412,0.078475484,0.019402417,0.173564896,0.100437486,0.277223774,0.768309513,0.220174161,0.806810862,0.285714286,0.091296247,0.338928614,0.245349492,0.16828479,0.826530612,0.355769231
"370","H2TX33131",2012,1412,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",8789,"Garcia",43301,4331,"Texas","","Domingo","Garcia, Domingo",NA,"D","4,715","24.99%","9,653","47.27%","","",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"371","H2TX33156",2012,1413,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",8679,"Castañeda",43351,4336,"Texas","","Chrysta","Castañeda, Chrysta",NA,"D","395","2.09%","","","","",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"372","H2TX33164",2012,1414,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",9108,"Roberts",43361,4337,"Texas","","Jason E.","Roberts, Jason E.",NA,"D","342","1.81%","","","","",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"373","H2TX33180",2012,1415,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","33",9134,"Salazar",4334,4335,"Texas","","Steve","Salazar, Steve",NA,"D","482","2.55%","","","","",0,0.411295629,0.061913599,0.956292858,0.548527192,0.260743072,1.50108e-06,0.06959707,0.555443704,0.234936241,0.015857543,0.030067362,0.000535799,0.526026935,0.041132281,0.745562854,0.458381939,0.546809808,0.744790511,0.44047619,0.03579984,0.126240343,0.059654194,0.537216828,0.130102041,0.048076923
"374","H2TX34030",2012,1042,0.37907304535279,0,0.185722576900754,0,0.0642566951330735,0.145095763203714,0,0,0,0.215570848188376,0.0102810712212918,-0.0297738890895091,0.117330610748088,12061,"TX","34",9223,"Troiani",4352,4353,"Texas","","Anthony P.","Troiani, Anthony P.",NA,"D","3,638","8.07%","","","","",0,0.339771596,0.150452137,0.869096722,0.415569767,0.210112105,0.206290088,0.139194139,0.941405054,0.012397109,0.011515717,3.69978e-07,0.000646966,0.125260773,0.029232689,0.947186065,0.685043442,0.313630394,0.455728445,0.333333333,0.000598882,0.093234951,0.066444951,0.686084142,0.321428571,0.086538462
"375","H2TX35011",2012,1416,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,5200,"TX","20",8680,"Castro",4205,4206,"Texas","","Joaquin","Castro, Joaquin",NA,"D","16,562","100.00%","","","119,032","63.93%",0,0.562062197,0.292714032,0.741851372,0.612355915,0.203951257,0.113722249,0.142857143,0.776690194,0.077377722,0.045814997,0.046673708,0.006636473,0.214495695,0.12654632,0.764757957,0.724752379,0.247233116,0.754962894,0.369047619,0.053167421,0.201556874,0.139877999,0.414239482,0.630102041,0.230769231
"376","H2TX35011",2014,1808,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","20",8681,"Castro",31672,3168,"Texas","(I)","Joaquin","Castro, Joaquin",NA,"D","16,275","100.00%","","","66,554","75.66%",0,0.562062197,0.292714032,0.741851372,0.612355915,0.203951257,0.113722249,0.142857143,0.776690194,0.077377722,0.045814997,0.046673708,0.006636473,0.214495695,0.12654632,0.764757957,0.724752379,0.247233116,0.754962894,0.369047619,0.053167421,0.201556874,0.139877999,0.414239482,0.630102041,0.230769231
"377","H2TX36134",2014,1865,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","36",8702,"Cole",32971,3298,"Texas","","Michael K.","Cole, Michael K.",NA,"D","6,507","100.00%","","","29,543","22.07%",0,0.424374818,0.329389124,0.677310022,0.389417305,0.599958821,0.208488665,0.304029304,0.825400303,0.126375356,0.018908319,0.023260354,0.001515228,0.097767078,0.081093102,0.311509476,0.812074287,0.177297564,0.59452581,0.476190476,0.048575991,0.263240191,0.200553708,0.307443366,0.711734694,0.149038462
"378","H2UT01094",2012,1351,0,0,0,0,0,0,0,1,0,0,0,0.248956043239761,0.100549327646035,5000,"UT","01",9295,"Bishop",4425,4426,"Utah","(I)","Rob","Bishop, Rob",NA,"R","*","","","","175,487","71.47%",0,0.478767635,0.07295322,0.932666627,0.552133949,0.110592814,0.073715022,0.087912088,0.937448459,0.004951472,0.048598636,0.022711611,0.019595882,0.04216019,0.087358435,0.142268208,0.903842389,0.082424202,0.840021281,0.05952381,0.134948097,0.362619808,0.262622393,0.13592233,0.905612245,0.34775641
"379","H2UT01094",2014,1836,0,0,0,0,0,0,0,1,0,0,0,0.248956043239761,0.100549327646035,25000,"UT","01",9296,"Bishop",33071,3308,"Utah","(I)","Rob","Bishop, Rob",NA,"R","*","","","","84,231","64.78%",0,0.478767635,0.07295322,0.932666627,0.552133949,0.110592814,0.073715022,0.087912088,0.937448459,0.004951472,0.048598636,0.022711611,0.019595882,0.04216019,0.087358435,0.142268208,0.903842389,0.082424202,0.840021281,0.05952381,0.134948097,0.362619808,0.262622393,0.13592233,0.905612245,0.34775641
"380","H2UT01193",2012,1043,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1465,"UT","01",9399,"Smith",4426,4427,"Utah","","Jacqueline B.","Smith, Jacqueline B.",NA,"R","","","","","","",1,0.478767635,0.07295322,0.932666627,0.552133949,0.110592814,0.073715022,0.087912088,0.937448459,0.004951472,0.048598636,0.022711611,0.019595882,0.04216019,0.087358435,0.142268208,0.903842389,0.082424202,0.840021281,0.05952381,0.134948097,0.362619808,0.262622393,0.13592233,0.905612245,0.34775641
"381","H2UT01235",2012,1044,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2000,"UT","01",9372,"McAleer",44281,4429,"Utah","","Donna M.","McAleer, Donna M.",NA,"D","3,881","66.63%","","","60,611","24.69%",1,0.478767635,0.07295322,0.932666627,0.552133949,0.110592814,0.073715022,0.087912088,0.937448459,0.004951472,0.048598636,0.022711611,0.019595882,0.04216019,0.087358435,0.142268208,0.903842389,0.082424202,0.840021281,0.05952381,0.134948097,0.362619808,0.262622393,0.13592233,0.905612245,0.34775641
"382","H2UT02357",2012,1045,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,63534,"UT","02",9393,"Seegmiller",44451,4446,"Utah","","Jay","Seegmiller, Jay",NA,"D","*","","","","83,176","33.47%",0,0.480439606,0.257033282,0.743709894,0.557743592,0.13250817,0.192390041,0.172161172,0.83683425,0.013638626,0.05339454,0.047491703,0.115009185,0.173889064,0.090307864,0.168132059,0.833937719,0.161238864,0.748164078,0.05952381,0.146459941,0.327864834,0.257213003,0.213592233,0.887755102,0.354166667
"383","H2UT03249",2012,1046,0.878216668431642,0,0,0,0,0,0,0,0,0,0.121783331568358,-0.555837635912949,-0.0335809845968201,9443,"UT","03",9395,"Simonsen",44561,4457,"Utah","","Soren","Simonsen, Soren",NA,"D","*","","","","60,719","23.39%",0,0.46371248,0.119913313,0.926473099,0.583894092,3.84199e-06,0.092852245,0,0.923788891,0.001748304,0.065355604,0.026023544,0.059381437,0.034059549,0.107727753,0.113130185,0.873348335,0.117778755,0.82688769,0.154761905,0.193838169,0.404601315,0.3342852,0.203883495,0.964285714,0.509615385
"384","H2VA03054",2012,1047,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1061,"VA","03",9540,"Longo",4559,4560,"Virginia","","Dean J.","Longo, Dean J.",NA,"R","Unopposed","","","","58,931","18.48%",0,0.427876319,0.461151973,0.582440573,0.565539218,0.378998707,0.199083243,0.234432234,0.336985867,0.704734082,0.00482894,0.038217659,0.006979686,0.053733702,0.152038338,0.066576014,0.883493283,0.100412831,0.719614264,0.488095238,0.083311153,0.21463225,0.156117776,0.365695793,0.818877551,0.262820513
"385","H2VA06180",2012,1049,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,689,"VA","06",9590,"Schmookler",4581,4582,"Virginia","","Andy B.","Schmookler, Andy B.",NA,"D","Unopposed","","","","111,949","34.56%",0,0.418395019,0.597050506,0.480440285,0.403763199,0.546761022,0.354797119,0.402930403,0.821919964,0.170928842,0.010959207,0.018593794,0.004148336,0.027988435,0.088604132,0.052886648,0.910118771,0.073040279,0.59596054,0.130952381,0.076124567,0.244079314,0.170511861,0.281553398,0.780612245,0.291666667
"386","H2VA09010",2010,784,0,0,1,0,0,0,0,0,0,0,0,0.324323651994905,0.20748275659988,4799,"VA","09",9435,"Boucher",4942,4943,"Virginia","(I)","Rick C.","Boucher, Rick C.",NA,"D","*","","","","86,743","46.41%",0,0.323982405,0.685904024,0.387323459,0.307832733,0.731571413,0.435681829,0.549450549,0.929154719,0.074613204,0.009836262,0.018803309,0.00605943,0.006395929,0.02741539,0.020554929,0.963286931,0.031664643,0.331438967,0.273809524,0.033271227,0.133948645,0.088285653,0.443365696,0.716836735,0.189102564
"387","H2VA10125",2012,1417,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"VA","10",9441,"Cabral",46071,4608,"Virginia","","Kristin A.","Cabral, Kristin A.",NA,"D","*","Convention","","","142,024","38.76%",1,0.608727244,0.267150209,0.722311351,0.342554593,0.768349911,0.15295287,0.36996337,0.659457888,0.111647568,0.010830015,0.273974993,0.004180692,0.066493653,0.153255637,0.151852376,0.597366326,0.377131097,0.866277605,0.071428571,0.295115784,0.855055192,0.702704115,0,0.913265306,0.745192308
"388","H2WA00049",2012,1339,0,0,0,0,0,0.115744472944913,0,0,0,0.0536704531574447,0.830585073897643,0.324947798865416,0.218459855851799,40935,"WA","07",9789,"Hughes",46931,4694,"Washington","","Andrew","Hughes, Andrew",NA,"D","10,340","5.88%","","","","",0,0.534756424,0.805237922,0.202509931,0.890486966,0.369628188,0.165217621,0.26007326,0.666353681,0.066784,0.023022081,0.25725348,0.026558754,0.078623503,0.25232427,0.080581844,0.671048327,0.316163251,0.947256176,0.154761905,0.421147192,0.591054313,0.522957984,0.165048544,0.964285714,0.836538462
"389","H2WA04090",2010,895,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"WA","01",9791,"Inslee",4982,4983,"Washington","(I)","Jay","Inslee, Jay",NA,"D","90,208","55.85%","","","172,642","57.67%",0,0.486113557,0.426600198,0.541772629,0.458614177,0.693694647,0.201092695,0.36996337,0.733419395,0.014420936,0.047890187,0.22727179,0.018591758,0.10173787,0.188018084,0.099053708,0.674874261,0.311576477,0.770111135,0.154761905,0.310819803,0.634996704,0.529191552,0.090614887,0.946428571,0.564102564
"390","H2WA04124",2012,1422,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,893,"WA","04",9701,"Baechler",4671,4672,"Washington","","Mary","Baechler, Mary",NA,"D","27,130","26.48%","","","78,940","33.78%",1,0.382777585,0.15630423,0.836983186,0.41245073,0.275759791,0.205328011,0.208791209,0.735429795,0.011933373,0.115066115,0.016140768,0.020855683,0.428974517,0.126767256,0.438695085,0.717184001,0.279725893,0.632956282,0.44047619,0.098815544,0.243513025,0.181435113,0.375404531,0.591836735,0.193910256
"391","H2WA05071",2012,1423,0,0,0,0,0,0,0,0,0,0.898260869565217,0.101739130434783,0.405071834673195,0.570476440655405,2300,"WA","05",9736,"Cowan",46771,4678,"Washington","","Rich","Cowan, Rich",NA,"D","49,406","33.12%","","","117,512","38.08%",0,0.380043486,0.530777259,0.522229143,0.444333204,0.491955344,0.309489144,0.347985348,0.886263212,0.017464896,0.073255552,0.036130064,0.035387358,0.042176633,0.161369741,0.06656166,0.907689204,0.084495764,0.549579403,0.464285714,0.11278946,0.226313031,0.181591823,0.339805825,0.923469388,0.325320513
"392","H2WA06129",2012,1424,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2090,"WA","06",9800,"Kilmer",4682,4683,"Washington","","Derek","Kilmer, Derek",NA,"D","86,436","53.41%","","","186,661","59.00%",0,0.365618564,0.626791176,0.363187959,0.394910344,0.555834374,0.441822083,0.483516484,0.805385111,0.051446426,0.090211421,0.05980322,0.033087187,0.047693016,0.261572791,0.079693866,0.878972885,0.097034619,0.537511908,0.345238095,0.176603673,0.347448315,0.253893077,0.174757282,0.93877551,0.366987179
"393","H2WA06129",2014,1866,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2124,"WA","06",9801,"Kilmer",35262,3527,"Washington","(I)","Derek ","Kilmer, Derek ",NA,"D","82,552","58.70%","","","141,265","62.98%",0,0.365618564,0.626791176,0.363187959,0.394910344,0.555834374,0.441822083,0.483516484,0.805385111,0.051446426,0.090211421,0.05980322,0.033087187,0.047693016,0.261572791,0.079693866,0.878972885,0.097034619,0.537511908,0.345238095,0.176603673,0.347448315,0.253893077,0.174757282,0.93877551,0.366987179
"394","H2WA08158",2012,1425,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2006,"WA","08",9848,"Porterfield",4701,4702,"Washington","","Karen","Porterfield, Karen",NA,"D","37,083","28.35%","","","121,886","40.35%",1,0.446505265,0.33118887,0.669641456,0.39253981,0.614003773,0.205291255,0.351648352,0.700550064,0.037501573,0.052666193,0.164777027,0.069598694,0.193006788,0.210360976,0.125583213,0.731297581,0.257750205,0.75406236,0.202380952,0.237756188,0.548599489,0.432379725,0.142394822,0.875,0.427884615
"395","H2WI02124",2012,1050,0.421988150098749,0,0,0.159973666886109,0.0888742593811718,0,0,0,0,0.32916392363397,0,-0.0584463972248608,0.126382333872199,7595,"WI","02",9996,"Pocan",47851,4786,"Wisconsin","","Mark  ","Pocan, Mark  ",NA,"D","43,171","72.16%","","","265,422","67.90%",0,0.452967007,0.540981658,0.488970123,0.544125363,0.499120122,0.236432352,0.311355311,0.868616504,0.056899576,0.015172718,0.073606494,0.005041496,0.050309507,0.084740608,0.066399252,0.874955949,0.120126358,0.857215534,0,0.117647059,0.346324188,0.266099029,0.213592233,0.961734694,0.557692308
"396","H4AK00123",2014,1843,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,2094,"AK","00",17,"Dunbar",56101,57,"Alaska","","Forrest ","Dunbar, Forrest ",NA,"D","38,735","80.92%","","","114,602","40.97%",0,0.374895965,0.355900458,0.650291055,0.520409631,0.523767494,0.135386149,0.230769231,0.597930984,0.03765767,0.685955396,0.099713056,0.09926267,0.044734552,0.296984101,0.070480794,0.841749047,0.124746953,0.741224124,0.428571429,0.13015704,0.375289484,0.29683156,0.213592233,0.926020408,0.322115385
